,date_hour,date,hour,timestamp,position_x,position_y,position_z,latitude,longitude,altitude,speed,acceleration
1693,2023-07-27 22:21:15.700000,27/07/2023,22:21:15:700000,1690507275700000.0,3746516.483,-4237618.428,-2937483.891,-27.601875768212626,-48.519813119505066,10.14969818764903,9.969867000115899,11.269637483078148
1694,2023-07-27 22:21:15.725000,27/07/2023,22:21:15:725000,1690507275725000.0,3746516.288,-4237618.556,-2937483.981,-27.601876627039104,-48.51981545814501,10.161918617830018,10.038874538512772,11.800175846147377
1695,2023-07-27 22:21:15.750000,27/07/2023,22:21:15:750000,1690507275750000.0,3746516.091,-4237618.683,-2937484.072,-27.60187750253395,-48.51981780525339,10.172764511152991,10.047328799238134,11.717015874359818
1696,2023-07-27 22:21:15.775000,27/07/2023,22:21:15:775000,1690507275775000.0,3746515.886,-4237618.83,-2937484.115,-27.601877953672805,-48.519820347261216,10.169953376259171,10.058815437217246,15.489956068368947
1697,2023-07-27 22:21:15.800000,27/07/2023,22:21:15:800000,1690507275800000.0,3746515.689,-4237618.963,-2937484.198,-27.60187874639582,-48.51982273462611,10.181076201844524,10.08805258709529,9.848416167079861
1698,2023-07-27 22:21:15.825000,27/07/2023,22:21:15:825000,1690507275825000.0,3746515.49,-4237619.096,-2937484.281,-27.601879544657645,-48.51982513716882,10.191025083981282,10.155394920927497,12.112163927226216
1699,2023-07-27 22:21:15.850000,27/07/2023,22:21:15:850000,1690507275850000.0,3746515.291,-4237619.231,-2937484.363,-27.601880328657405,-48.51982755313039,10.201838489891525,10.201356184351177,9.642891267664487
1700,2023-07-27 22:21:15.875000,27/07/2023,22:21:15:875000,1690507275875000.0,3746515.091,-4237619.367,-2937484.443,-27.601881096299824,-48.519829983390295,10.21180219780427,10.190951721993388,7.690505575058118
1701,2023-07-27 22:21:15.900000,27/07/2023,22:21:15:900000,1690507275900000.0,3746514.891,-4237619.503,-2937484.522,-27.601881855945063,-48.51983241365023,10.221302591131916,10.132845059508211,9.069122835202972
1702,2023-07-27 22:21:15.925000,27/07/2023,22:21:15:925000,1690507275925000.0,3746514.691,-4237619.638,-2937484.598,-27.601882594731304,-48.51983483720078,10.228749100932804,10.094667998502972,11.68283929530831
1703,2023-07-27 22:21:15.950000,27/07/2023,22:21:15:950000,1690507275950000.0,3746514.492,-4237619.775,-2937484.67,-27.60188329249465,-48.51983726658128,10.236257132964635,10.118480567753242,8.571902064302881
1704,2023-07-27 22:21:15.975000,27/07/2023,22:21:15:975000,1690507275975000.0,3746514.271,-4237619.881,-2937484.672,-27.60188358849158,-48.519839654925924,10.177837441408458,10.149201200094518,9.489989936770217
1705,2023-07-27 22:21:16.000000,27/07/2023,22:21:16:000000,1690507276000000.0,3746514.069,-4237620.019,-2937484.741,-27.60188426743926,-48.5198421137826,10.18285850800169,10.214925941973345,12.305113652461728
1706,2023-07-27 22:21:16.025000,27/07/2023,22:21:16:025000,1690507276025000.0,3746513.865,-4237620.161,-2937484.808,-27.601884923401684,-48.519844614654744,10.188434659522352,10.301607835673032,12.403154598730115
1707,2023-07-27 22:21:16.050000,27/07/2023,22:21:16:050000,1690507276050000.0,3746513.66,-4237620.304,-2937484.873,-27.601885563006782,-48.51984712982522,10.193161111572929,10.395197112128274,12.797967455811099
1708,2023-07-27 22:21:16.075000,27/07/2023,22:21:16:075000,1690507276075000.0,3746513.454,-4237620.45,-2937484.939,-27.601886203981028,-48.51984967271286,10.199755683033892,10.459027010195546,11.011502576851171
